customer_id,customer_name,city,country,latitude,longitude,channel,sub_channel
561,McDermott Inc Pharmacy,Frankenthal,Germany,49.5333,8.35,Hospital,Private
562,"Upton, Abernathy and Goodwin Pharmaceutical Limited",Detmold,Germany,51.9378,8.8833,Hospital,Government
563,Lindgren-Simonis Pharmacy,Neumarkt,Germany,49.2833,11.4667,Hospital,Government
564,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,51.3167,8.0,Pharmacy,Retail
565,Kris LLC Pharmaceutical Limited,Herten,Germany,51.6,7.1333,Hospital,Government
566,"Koelpin, Luettgen and Abernathy Pharmacy",Wuppertal,Germany,51.2667,7.1833,Hospital,Private
567,Okuneva-Corkery Pharma Plc,Bornheim,Germany,50.7592,7.005,Pharmacy,Retail
568,Cartwright-Fay Pharmaceutical Ltd,Wangen im Allgäu,Germany,47.6858,9.8342,Pharmacy,Retail
569,"Hills, Stroman and Ernser Pharmaceutical Ltd",Zittau,Germany,50.8961,14.8072,Pharmacy,Institution
570,Kozey-Schroeder Pharm,Heiligenhaus,Germany,51.3265,6.971,Hospital,Private
571,"Crist, Wisoky and Nolan Pharm",Bielefeld,Germany,52.0167,8.5333,Hospital,Government
572,Hill Ltd Pharma Plc,Seelze,Germany,52.3961,9.5981,Hospital,Government
573,Welch-Orn Pharm,Emden,Germany,53.3669,7.2061,Hospital,Private
574,Feest-Roob Pharmacy,Nordhausen,Germany,51.505,10.7911,Hospital,Government
575,Ritchie-Rodriguez Pharmacy,Herford,Germany,52.1146,8.6734,Pharmacy,Retail
576,"Buckridge, Hand and Hyatt",Dinslaken,Germany,51.5667,6.7333,Pharmacy,Institution
577,"Parisian, Hagenes and Skiles Pharm",Greiz,Germany,50.6547,12.1997,Hospital,Government
578,Purdy Ltd Pharm,Korbach,Germany,51.2719,8.8731,Pharmacy,Retail
579,"Daniel, Baumbach and Nitzsche Pharmacy",Kempten,Germany,47.7333,10.3167,Pharmacy,Retail
580,"Kuphal, Herzog and Purdy Pharmaceutical Limited",Erding,Germany,48.3001,11.9082,Pharmacy,Retail
581,"Buckridge, Dach and Carroll Pharmaceutical Ltd",Baunatal,Germany,51.2589,9.4183,Pharmacy,Retail
582,"Heathcote, Grant and Witting Pharmaceutical Limited",Balingen,Germany,48.2731,8.8506,Pharmacy,Institution
583,Romaguera-Fay Pharmaceutical Ltd,Langen,Germany,49.9893,8.6803,Hospital,Government
584,"Wiegand, Jast and Yost Pharmaceutical Ltd",Ludwigshafen,Germany,49.4811,8.4353,Pharmacy,Institution
585,Schaefer Group,Olpe,Germany,51.0289,7.8514,Pharmacy,Institution
586,"Pfannerstill, Upton and Balistreri Pharm",Ilmenau,Germany,50.6872,10.9142,Pharmacy,Institution
587,Kuhic LLC,Schleswig,Germany,54.5153,9.5697,Pharmacy,Retail
588,Crona PLC Pharmaceutical Ltd,Schloß Holte-Stukenbrock,Germany,51.8833,8.6167,Pharmacy,Institution
589,"Blick, Pacocha and Schowalter Pharmacy",Würzburg,Germany,49.7944,9.9294,Hospital,Government
590,"Romaguera, Moen and Hagenes Pharm",Unterschleißheim,Germany,48.2833,11.5667,Pharmacy,Retail
591,McDermott Group Pharmacy,Leonberg,Germany,48.8014,9.0131,Hospital,Private
592,"Parker, Green and Emmerich Pharmacy",Frankfurt (Oder),Germany,52.35,14.55,Hospital,Government
593,Will and Sons Pharmacy,Suhl,Germany,50.6106,10.6931,Hospital,Private
594,Stanton-Cole Pharma Plc,Andernach,Germany,50.4397,7.4017,Hospital,Private
595,Paucek PLC Pharm,Bruchsal,Germany,49.1333,8.6,Pharmacy,Institution
596,Harris-Conroy Pharmacy,Wilhelmshaven,Germany,53.5167,8.1333,Pharmacy,Retail
597,"Wintheiser, Breitenberg and Gottlieb Pharma Plc",Warstein,Germany,51.45,8.3667,Pharmacy,Institution
598,"Kutch, Daniel and Ortiz Pharm",Gummersbach,Germany,51.0333,7.5667,Hospital,Private
599,Keeling LLC Pharmaceutical Limited,Gelsenkirchen,Germany,51.5167,7.1,Hospital,Government
600,Fritsch LLC Pharmaceutical Ltd,Mülheim,Germany,51.4283,6.8789,Hospital,Government
601,Herman-Koss Pharmaceutical Ltd,Gifhorn,Germany,52.4886,10.5464,Hospital,Private
602,"Block, Thiel and Kuphal Pharmaceutical Limited",Ludwigsburg,Germany,48.8975,9.1919,Hospital,Government
603,Rosenbaum-Tromp Pharm,Bühl,Germany,48.6953,8.135,Hospital,Government
604,Carter-Conn Pharmaceutical Ltd,Günzburg,Germany,48.4525,10.2711,Pharmacy,Institution
605,"Romaguera, Moen and Hagenes Pharmacy",Castrop-Rauxel,Germany,51.55,7.3167,Hospital,Government
606,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,51.5426,7.219,Pharmacy,Retail
607,Osinski-Collins,Rheinfelden (Baden),Germany,47.5611,7.7917,Hospital,Private
608,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,52.2,8.7,Pharmacy,Retail
609,Reichel Inc,Trier,Germany,49.7567,6.6414,Hospital,Government
610,Gottlieb-Cruickshank Pharm,Schwabach,Germany,49.3292,11.0208,Pharmacy,Retail
611,White Inc Pharmacy,Bad Homburg,Germany,50.2292,8.6105,Hospital,Government
612,Paucek PLC,Espelkamp,Germany,52.3772,8.6328,Pharmacy,Retail
613,"Greenholt, Donnelly and O'Reilly Pharmaceutical Ltd",Villingen-Schwenningen,Germany,48.0603,8.4586,Pharmacy,Retail
614,"Spinka, Schowalter and Conn",Bergheim,Germany,50.9667,6.65,Pharmacy,Retail
615,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,51.835,10.7853,Pharmacy,Retail
616,Harris-Conroy Pharm,Oelde,Germany,51.8258,8.1436,Pharmacy,Retail
617,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,50.3833,8.0667,Pharmacy,Retail
618,Prohaska-Kuhic Pharmaceutical Limited,Wittmund,Germany,53.5747,7.7808,Hospital,Private
619,Veum and Sons Pharmaceutical Limited,Landsberg,Germany,48.0528,10.8689,Pharmacy,Institution
620,Hoeger Ltd,Heidenheim,Germany,48.6761,10.1544,Pharmacy,Retail
621,"Blanda, Stehr and Gleason Pharmaceutical Ltd",Kamen,Germany,51.5917,7.6653,Pharmacy,Institution
622,McDermott Inc Pharma Plc,Staßfurt,Germany,51.8667,11.5667,Pharmacy,Retail
623,Armstrong Inc Pharma Plc,Passau,Germany,48.5667,13.4667,Pharmacy,Retail
624,"Koch, Borer and Hagenes Pharmaceutical Ltd",Lauf,Germany,49.5103,11.2772,Hospital,Private
625,Walter Ltd Pharmaceutical Limited,Neubrandenburg,Germany,53.5569,13.2608,Pharmacy,Institution
626,Hayes-Kilback Pharma Plc,Arnsberg,Germany,51.3967,8.0644,Pharmacy,Institution
627,Rohan Inc Pharmaceutical Limited,Amberg,Germany,49.4444,11.8483,Pharmacy,Retail
628,Beier PLC Pharm,Hückelhoven,Germany,51.0608,6.2197,Pharmacy,Institution
629,"Reynolds, Jast and Mante",Achern,Germany,48.6314,8.0739,Pharmacy,Retail
630,Abernathy and Sons,Freiburg im Breisgau,Germany,47.9947,7.8497,Pharmacy,Retail
631,Wehner-Stehr Pharm,Chemnitz,Germany,50.8333,12.9167,Hospital,Government
632,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,47.7247,12.8769,Pharmacy,Retail
633,Smith Inc Pharmacy,Kirchheim unter Teck,Germany,48.6483,9.4511,Pharmacy,Institution
634,Vandervort LLC Pharmaceutical Ltd,Rottweil,Germany,48.1681,8.6247,Hospital,Private
635,"Wiegand, Jast and Yost",Korschenbroich,Germany,51.1833,6.5167,Pharmacy,Institution
636,Parisian Ltd Pharma Plc,Paderborn,Germany,51.7167,8.7667,Hospital,Government
637,Walsh-Brown Pharmaceutical Ltd,Bernburg,Germany,51.8,11.7333,Hospital,Private
638,Kozey Ltd Pharmacy,Stralsund,Germany,54.3,13.0833,Pharmacy,Retail
639,Quigley-Heathcote Pharmaceutical Ltd,Lohmar,Germany,50.8415,7.2166,Hospital,Government
640,Rowe PLC,Lörrach,Germany,47.6156,7.6614,Hospital,Private
641,Nader-Borer Pharmaceutical Limited,Grimma,Germany,51.2386,12.7253,Hospital,Private
642,Bashirian-Kassulke Pharmacy,Kamp-Lintfort,Germany,51.5,6.5333,Hospital,Private
643,Wolff Group,Pfungstadt,Germany,49.8056,8.6044,Pharmacy,Retail
644,Hill-Daniel Pharmaceutical Ltd,Neumünster,Germany,54.0714,9.99,Hospital,Government
645,"Watsica, Larson and Labadie Pharmaceutical Ltd",Nettetal,Germany,51.3167,6.2833,Hospital,Private
646,Erdman PLC,Holzminden,Germany,51.8297,9.4483,Pharmacy,Retail
647,"Langworth, Olson and Satterfield Pharmacy",Meschede,Germany,51.3503,8.2836,Hospital,Government
648,Reinger Group Pharma Plc,Weil am Rhein,Germany,47.5947,7.6108,Pharmacy,Institution
649,Monahan Ltd Pharma Plc,Güstrow,Germany,53.7939,12.1764,Pharmacy,Retail
650,Purdy Ltd,Erkelenz,Germany,51.08,6.3156,Pharmacy,Retail
651,"Erdman, Senger and Oberbrunner Pharmaceutical Ltd",Geretsried,Germany,47.8667,11.4667,Hospital,Private
652,Cummings LLC,Schwäbisch Gmünd,Germany,48.8,9.8,Hospital,Government
653,Kihn Group Pharm,Vaihingen an der Enz,Germany,48.9328,8.9564,Hospital,Private
654,Leuschke PLC Pharm,Gaggenau,Germany,48.8039,8.3194,Hospital,Government
655,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,50.138,8.4525,Pharmacy,Retail
656,Feest-Kshlerin Pharma Plc,Merzig,Germany,49.4471,6.6312,Hospital,Government
657,Gibson-Hill,Troisdorf,Germany,50.8161,7.1556,Pharmacy,Retail
658,"Spinka, Schowalter and Conn Pharma Plc",Emmendingen,Germany,48.1214,7.8492,Hospital,Government
659,"Leuschke, Waters and Schowalter Pharma Plc",Herzogenrath,Germany,50.8667,6.1,Pharmacy,Retail
660,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,51.8167,9.8667,Pharmacy,Retail
661,"Casper, Hyatt and Jakubowski Pharmaceutical Ltd",Neuburg,Germany,48.7333,11.1833,Pharmacy,Institution
662,Gerlach PLC Pharmaceutical Ltd,Lünen,Germany,51.6167,7.5167,Hospital,Private
663,Vandervort LLC Pharm,Stade,Germany,53.6008,9.4764,Pharmacy,Retail
664,Miller-Satterfield Pharmaceutical Limited,Bad Kissingen,Germany,50.2,10.0667,Pharmacy,Retail
665,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,51.35,12.3833,Pharmacy,Retail
666,"Haag, Bradtke and Terry Pharm",Hanau,Germany,50.1328,8.9169,Hospital,Government
667,Bosco-Marquardt Pharmaceutical Ltd,Höxter,Germany,51.7667,9.3667,Hospital,Private
668,Breitenberg-Kuhn Pharma Plc,Cloppenburg,Germany,52.8478,8.0439,Pharmacy,Retail
669,"Brakus, Rempel and Harber Pharm",Winnenden,Germany,48.8764,9.3978,Hospital,Private
670,McKenzie-Zemlak Pharma Plc,Unna,Germany,51.5347,7.6889,Pharmacy,Institution
671,"Buckridge, Dach and Carroll",Friedrichshafen,Germany,47.6542,9.4792,Pharmacy,Retail
672,"Funk, Ratke and Heaney",Bad Dürkheim,Germany,49.4618,8.1724,Pharmacy,Retail
673,Crist LLC,Mühlacker,Germany,48.95,8.8392,Pharmacy,Institution
674,Marquardt PLC Pharmaceutical Ltd,Offenburg,Germany,48.4708,7.9408,Hospital,Government
675,Erdman PLC Pharma Plc,Freital,Germany,51.0167,13.65,Hospital,Private
676,Runolfsson-Halvorson Pharmacy,Recklinghausen,Germany,51.6167,7.2,Pharmacy,Institution
677,Goldner-Tillman Pharmacy,Petershagen,Germany,52.3833,8.9667,Pharmacy,Institution
678,Friesen Group Pharm,Erkrath,Germany,51.2239,6.9147,Hospital,Government
679,"Corkery, Trantow and Ferry Pharm",Hildesheim,Germany,52.15,9.95,Hospital,Private
680,Crist LLC Pharma Plc,Neustadt,Germany,49.35,8.15,Pharmacy,Retail
681,Rutherford and Sons Pharmaceutical Ltd,Dresden,Germany,51.0493,13.7384,Hospital,Private
682,Roob PLC Pharm,Weiterstadt,Germany,49.9,8.6,Hospital,Government
683,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government
684,Botsford PLC,Reutlingen,Germany,48.4833,9.2167,Hospital,Government
685,Doyle-Tillman Pharm,Erftstadt,Germany,50.8167,6.7667,Hospital,Private
686,Smith Inc Pharm,Luckenwalde,Germany,52.0831,13.1667,Pharmacy,Institution
687,Sauer and Sons Pharmacy,Hürth,Germany,50.8775,6.8761,Pharmacy,Institution
688,Boyer and Sons,Greifswald,Germany,54.0833,13.3833,Pharmacy,Institution
689,Koch-Osinski Pharmacy,Hamminkeln,Germany,51.7319,6.5908,Pharmacy,Retail
690,"Gleichner, Bahringer and Morar Pharmaceutical Limited",Freising,Germany,48.4028,11.7489,Pharmacy,Institution
691,Heidenreich Group Pharmacy,Leer,Germany,53.2308,7.4528,Pharmacy,Institution
692,White Inc Pharm,Ehingen an der Donau,Germany,48.2833,9.7236,Pharmacy,Retail
693,"Heathcote, Kovacek and Parker",Hof,Germany,50.3167,11.9167,Pharmacy,Retail
694,Upton PLC Pharma Plc,Munich,Germany,48.1372,11.5755,Hospital,Government
695,"Schmitt, Berge and Haley Pharmaceutical Ltd",Coburg,Germany,50.2666,10.9666,Pharmacy,Institution
696,"Nolan, DuBuque and Schultz",Oldenburg,Germany,53.1439,8.2139,Hospital,Private
697,Lesch PLC Pharma Plc,Königs Wusterhausen,Germany,52.2917,13.625,Pharmacy,Retail
698,"Crist, Wisoky and Nolan Pharmaceutical Limited",Wermelskirchen,Germany,51.1392,7.2051,Hospital,Government
699,Raynor LLC Pharmaceutical Limited,Strausberg,Germany,52.5808,13.8814,Pharmacy,Retail
700,Bashirian Group Pharmacy,Georgsmarienhütte,Germany,52.2031,8.0447,Pharmacy,Institution
701,"Rodriguez, Stokes and Dickens",Ostfildern,Germany,48.7228,9.2631,Hospital,Government
702,Kling Inc Pharm,Heilbronn,Germany,49.1404,9.218,Pharmacy,Institution
703,"Herman, Rice and Rippin Pharm",Annaberg-Buchholz,Germany,50.58,13.0022,Pharmacy,Institution
704,Beier PLC Pharma Plc,Lampertheim,Germany,49.5942,8.4671,Pharmacy,Institution
705,"Buckridge, Hand and Hyatt Pharmaceutical Ltd",Bad Neuenahr-Ahrweiler,Germany,50.5447,7.1133,Pharmacy,Institution
706,Hartmann-Wolf Pharmacy,Wunstorf,Germany,52.4238,9.4359,Pharmacy,Retail
707,Lockman Ltd Pharm,Mettmann,Germany,51.25,6.9667,Pharmacy,Retail
708,Huels-Klein,Peine,Germany,52.3203,10.2336,Pharmacy,Retail
709,Schaefer Group Pharmaceutical Ltd,Rodgau,Germany,50.0256,8.8841,Hospital,Government
710,"McClure, Zemlak and Dibbert Pharmacy",Beckum,Germany,51.7558,8.0408,Hospital,Private
711,Cremin-Zemlak Pharmaceutical Limited,Cottbus,Germany,51.7606,14.3342,Pharmacy,Institution
712,Osinski-Botsford Pharmacy,Wiesloch,Germany,49.2942,8.6983,Hospital,Government
713,Konopelski-Blick Pharmaceutical Limited,Bramsche,Germany,52.4089,7.9728,Hospital,Government
714,Runte-Marquardt Pharm,Wittenberg,Germany,51.8671,12.6484,Hospital,Private
715,Schaefer-Rolfson Pharmacy,Germersheim,Germany,49.2167,8.3667,Pharmacy,Institution
716,"Beer, Kohler and Beatty Pharmacy",Obertshausen,Germany,50.0715,8.8482,Pharmacy,Retail
717,Gibson-Hill Pharmaceutical Limited,Friedberg,Germany,50.3353,8.755,Pharmacy,Institution
718,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,49.4528,11.0778,Pharmacy,Retail
719,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,47.8078,9.6417,Pharmacy,Retail
720,"Heathcote, Grant and Witting Pharmacy",Braunschweig,Germany,52.2692,10.5211,Hospital,Private
721,Kohler-Bednar Pharm,Bad Vilbel,Germany,50.1781,8.7361,Hospital,Government
722,Jast-Cruickshank Pharmaceutical Ltd,Düsseldorf,Germany,51.2311,6.7724,Pharmacy,Institution
723,Schaden-Hirthe,Kaiserslautern,Germany,49.4447,7.7689,Pharmacy,Institution
724,Carter-Conn Pharm,Lemgo,Germany,52.0277,8.9043,Pharmacy,Institution
725,Feest PLC Pharmaceutical Limited,Göppingen,Germany,48.7025,9.6528,Pharmacy,Institution
726,Watsica-Kovacek Pharmaceutical Ltd,Leimen,Germany,49.3481,8.6911,Pharmacy,Institution
727,Boyer and Sons Pharmaceutical Ltd,Arnstadt,Germany,50.8342,10.9464,Hospital,Private
728,"Bogan, Jacobs and Kris Pharmaceutical Limited",Wetzlar,Germany,50.5667,8.5,Pharmacy,Institution
729,Nader-Borer Pharm,Kerpen,Germany,50.8719,6.6961,Hospital,Private
730,Bayer LLC,Rudolstadt,Germany,50.7169,11.3275,Hospital,Private
731,Weber Ltd Pharmacy,Halle,Germany,51.4828,11.9697,Pharmacy,Institution
732,Fahey-Flatley,Hagen,Germany,51.3594,7.475,Hospital,Government
733,"Yundt, Leuschke and Ward Pharma Plc",Ahaus,Germany,52.0794,7.0134,Pharmacy,Retail
734,"Kuphal, Herzog and Purdy",Berlin,Germany,52.5167,13.3833,Hospital,Government
735,Tillman Group Pharma Plc,Neu-Ulm,Germany,48.3833,10.0,Hospital,Government
736,Mills Inc Pharmacy,Bremen,Germany,53.1153,8.7975,Pharmacy,Retail
737,Gottlieb-Koss Pharmacy,Sangerhausen,Germany,51.4667,11.3,Hospital,Private
738,Rohan Inc Pharm,Weilheim,Germany,47.8333,11.1333,Hospital,Private
739,Corkery-Kovacek Pharma Plc,Frankfurt,Germany,50.1136,8.6797,Pharmacy,Institution
740,Steuber Ltd Pharmaceutical Limited,Ennepetal,Germany,51.3021,7.3425,Pharmacy,Institution
741,Hill-Daniel,Derne,Germany,51.6667,7.6167,Hospital,Government
742,"Cormier, Dietrich and Zulauf Pharmaceutical Limited",Esslingen,Germany,48.7406,9.3108,Hospital,Government
743,"Blick, Pacocha and Schowalter Pharmaceutical Limited",Delbrück,Germany,51.7667,8.5667,Hospital,Private
744,"Steuber, Skiles and Kilback Pharmacy",Datteln,Germany,51.6539,7.3417,Pharmacy,Institution
745,Hoeger Ltd Pharm,Lennestadt,Germany,51.1236,8.0681,Pharmacy,Retail
746,Mante-Grady Pharmaceutical Ltd,Laatzen,Germany,52.3077,9.8133,Pharmacy,Institution
747,Trantow LLC Pharmacy,Landau,Germany,49.1994,8.1231,Hospital,Private
748,Mante-Grady Pharma Plc,Sonthofen,Germany,47.5142,10.2817,Hospital,Private
749,Huel Inc Pharm,Zwickau,Germany,50.7189,12.4961,Pharmacy,Retail
750,"Wisozk, Brekke and Bartoletti",Sonneberg,Germany,50.35,11.1667,Hospital,Government
751,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,52.2281,11.0106,Pharmacy,Retail
